SHA,VMS\HyRTS,HyRTS\VMS,VMS\CLASSES,CLASSES\VMS,VMS\METHODS,METHODS\VMS,VMS\MOP,MOP\VMS,VMS\FINE,FINE\VMS
e3514b997c79a0c023ce4de835d6b19c17695f80,1,0,1,0,1,0,0,0,1,0
f00ded57b7aea7fbb0bef0aca7b889fb25f88974,0,0,0,0,0,0,0,1,0,0
e703bbe63b6d84e8a5b04342392594bc67bda34d,0,0,0,0,0,0,0,1,0,0
718c7e25cdb129d6405ca8e7358b535c80b15c1e,0,0,0,0,0,0,0,1,0,0
cdfc73b038a82609c3e1545430364e31283ba028,0,0,0,0,0,0,0,1,0,0
835c783e9270f8e2fcff98846ef7cae7051c1754,0,0,0,0,0,0,0,1,0,0
1f5afe1466c5b5b1c68b7ff91d8947400a5c1b75,0,0,0,0,0,0,0,1,0,0
e94b1c16d94082b86ac928a555a3f98a3ba60bab,0,0,0,0,0,0,0,1,0,0
f0c9827ff637d1c8c078e4d7c1ebabb8927d49da,0,0,0,0,0,0,0,1,0,0
abe517fe65a5f0839763120b5350e6ea0d0da1ea,0,0,0,0,0,0,0,1,0,0
dab8351313c664117e248afff1f4fa11b26bfd5e,0,0,0,0,0,0,0,1,0,0
d5e280bf6716fc6eeea37f294bfc6420edf5caa6,0,0,0,0,0,0,0,1,0,0
941ff616e9a044f82e5ee5c4b6460ac8d36d6bb8,0,0,0,0,0,0,0,1,0,0
2a4a9522fd4117cbe52aea7bd5d3de5b5e448bc2,0,0,0,0,0,0,0,1,0,0
4760caa9533a78061a376124c1dad382dfae2451,0,0,0,0,0,0,0,1,0,0
42c0f0fead1e3dd4fe9b4ef4590f25c7f98c0bc5,0,0,0,0,0,0,0,1,0,0
1391d6c3f64afdabfb8b3f75cd8c39b5f8f2e53c,0,0,0,0,0,0,0,1,0,0
976b65794d345cf5c18126c541d06435ef97bedf,0,0,0,0,0,0,0,1,0,0
914ab283c014376635e70d86222d92ec0f8cf8fe,0,0,0,0,0,0,0,1,0,0
1fa8a112de987db835bd15c906234dd72b9e406d,0,0,0,0,0,0,0,1,0,0
